# Taxid	Sci.Name	Rank	Named Lineage	Taxid Lineage
227377	Coxiella burnetii RSA 493	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Coxiella,Coxiella burnetii,Coxiella burnetii RSA 493	1,131567,2,1224,1236,118969,118968,776,777,227377
931890	Eremothecium cymbalariae DBVPG#7215	no rank	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Eremothecium,Eremothecium cymbalariae,Eremothecium cymbalariae DBVPG#7215	1,131567,2759,33154,4751,451864,4890,716545,147537,4891,4892,4893,33170,45285,931890
79929	Methanothermobacter marburgensis str. Marburg	no rank	root,cellular organisms,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanothermobacter,Methanothermobacter marburgensis,Methanothermobacter marburgensis str. Marburg	1,131567,2157,28890,183925,2158,2159,145260,145263,79929
374847	Candidatus Korarchaeum cryptofilum OPF8	no rank	root,cellular organisms,Archaea,Korarchaeota,Candidatus Korarchaeum,Candidatus Korarchaeum cryptofilum,Candidatus Korarchaeum cryptofilum OPF8	1,131567,2157,51967,498845,498846,374847
522306	Candidatus Accumulibacter phosphatis clade IIA str. UW-1	no rank	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,unclassified Betaproteobacteria,Candidatus Accumulibacter,Candidatus Accumulibacter phosphatis,Candidatus Accumulibacter phosphatis clade IIA str. UW-1	1,131567,2,1224,28216,119066,327159,327160,522306
555079	Thermosediminibacter oceani DSM 16646	no rank	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacterales Family III. Incertae Sedis,Thermosediminibacter,Thermosediminibacter oceani,Thermosediminibacter oceani DSM 16646	1,131567,2,1239,186801,68295,543371,291988,291990,555079
555088	Dethiobacter alkaliphilus AHT 1	no rank	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Clostridiales,Syntrophomonadaceae,Dethiobacter,Dethiobacter alkaliphilus,Dethiobacter alkaliphilus AHT 1	1,131567,2,1239,186801,186802,68298,427925,427926,555088
342108	Magnetospirillum magneticum AMB-1	no rank	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetospirillum,Magnetospirillum magneticum,Magnetospirillum magneticum AMB-1	1,131567,2,1224,28211,204441,41295,13134,84159,342108
6238	Caenorhabditis briggsae	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Nematoda,Chromadorea,Rhabditida,Rhabditoidea,Rhabditidae,Peloderinae,Caenorhabditis,Caenorhabditis briggsae	1,131567,2759,33154,33208,6072,33213,33317,1206794,6231,119089,6236,55879,6243,55885,6237,6238
6239	Caenorhabditis elegans	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Nematoda,Chromadorea,Rhabditida,Rhabditoidea,Rhabditidae,Peloderinae,Caenorhabditis,Caenorhabditis elegans	1,131567,2759,33154,33208,6072,33213,33317,1206794,6231,119089,6236,55879,6243,55885,6237,6239
1003195	Streptomyces cattleya NRRL 8057 = DSM 46488	no rank	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces,Streptomyces cattleya,Streptomyces cattleya NRRL 8057 = DSM 46488	1,131567,2,201174,1760,85003,2037,85011,2062,1883,29303,1003195
743525	Thermus scotoductus SA-01	no rank	root,cellular organisms,Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus,Thermus scotoductus,Thermus scotoductus SA-01	1,131567,2,1297,188787,68933,188786,270,37636,743525
858215	Thermoanaerobacterium xylanolyticum LX-11	no rank	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacterales Family III. Incertae Sedis,Thermoanaerobacterium,Thermoanaerobacterium xylanolyticum,Thermoanaerobacterium xylanolyticum LX-11	1,131567,2,1239,186801,68295,543371,28895,29329,858215
759914	Brachyspira pilosicoli 95/1000	no rank	root,cellular organisms,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Brachyspiraceae,Brachyspira,Brachyspira pilosicoli,Brachyspira pilosicoli 95/1000	1,131567,2,203691,203692,136,143786,29521,52584,759914
391295	Streptococcus suis 05ZYH33	no rank	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus suis,Streptococcus suis 05ZYH33	1,131567,2,1239,91061,186826,1300,1301,1307,391295
186497	Pyrococcus furiosus DSM 3638	no rank	root,cellular organisms,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,Pyrococcus furiosus,Pyrococcus furiosus DSM 3638	1,131567,2157,28890,183968,2258,2259,2260,2261,186497
178306	Pyrobaculum aerophilum str. IM2	no rank	root,cellular organisms,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Pyrobaculum,Pyrobaculum aerophilum,Pyrobaculum aerophilum str. IM2	1,131567,2157,28889,183924,2266,2267,2276,13773,178306
530564	Pirellula staleyi DSM 6068	no rank	root,cellular organisms,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Pirellula,Pirellula staleyi,Pirellula staleyi DSM 6068	1,131567,2,203682,203683,112,126,123,125,530564
522373	Stenotrophomonas maltophilia K279a	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas maltophilia group,Stenotrophomonas maltophilia,Stenotrophomonas maltophilia K279a	1,131567,2,1224,1236,135614,32033,40323,995085,40324,522373
1005705	Streptococcus infantis SK1076	no rank	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus infantis,Streptococcus infantis SK1076	1,131567,2,1239,91061,186826,1300,1301,68892,1005705
1112204	Gordonia polyisoprenivorans VH2	no rank	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Corynebacterineae,Gordoniaceae,Gordonia,Gordonia polyisoprenivorans,Gordonia polyisoprenivorans VH2	1,131567,2,201174,1760,85003,2037,85007,85026,2053,84595,1112204
284813	Encephalitozoon cuniculi GB-M1	no rank	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Microsporidia,Apansporoblastina,Unikaryonidae,Encephalitozoon,Encephalitozoon cuniculi,Encephalitozoon cuniculi GB-M1	1,131567,2759,33154,4751,6029,6032,36734,6033,6035,284813
694427	Paludibacter propionicigenes WB4	no rank	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Paludibacter,Paludibacter propionicigenes,Paludibacter propionicigenes WB4	1,131567,2,68336,976,200643,171549,171551,346096,185300,694427
694429	Pyrolobus fumarii 1A	no rank	root,cellular organisms,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Pyrodictiaceae,Pyrolobus,Pyrolobus fumarii,Pyrolobus fumarii 1A	1,131567,2157,28889,183924,114380,2307,54251,54252,694429
940190	Melissococcus plutonius ATCC 35311	no rank	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Melissococcus,Melissococcus plutonius,Melissococcus plutonius ATCC 35311	1,131567,2,1239,91061,186826,81852,33969,33970,940190
211110	Streptococcus agalactiae NEM316	no rank	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus agalactiae,Streptococcus agalactiae serogroup III,Streptococcus agalactiae NEM316	1,131567,2,1239,91061,186826,1300,1301,1311,216495,211110
481448	Methylacidiphilum infernorum V4	no rank	root,cellular organisms,Bacteria,Chlamydiae/Verrucomicrobia group,Verrucomicrobia,unclassified Verrucomicrobia,Methylacidiphilales,Methylacidiphilaceae,Methylacidiphilum,Methylacidiphilum infernorum,Methylacidiphilum infernorum V4	1,131567,2,51290,74201,326457,717963,717964,511745,511746,481448
219305	Micromonospora sp. ATCC 39149	species	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Micromonosporineae,Micromonosporaceae,Micromonospora,Micromonospora sp. ATCC 39149	1,131567,2,201174,1760,85003,2037,85008,28056,1873,219305
1111069	Thermus sp. CCB_US3_UF1	species	root,cellular organisms,Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus,Thermus sp. CCB_US3_UF1	1,131567,2,1297,188787,68933,188786,270,1111069
440497	Lactobacillus jensenii 1153	no rank	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus jensenii,Lactobacillus jensenii 1153	1,131567,2,1239,91061,186826,33958,1578,109790,440497
489653	Neisseria lactamica 020-06	no rank	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria lactamica,Neisseria lactamica 020-06	1,131567,2,1224,28216,206351,481,482,486,489653
596151	Desulfovibrio fructosivorans JJ	no rank	root,cellular organisms,Bacteria,Proteobacteria,delta/epsilon subdivisions,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio fructosivorans,Desulfovibrio fructosivorans JJ	1,131567,2,1224,68525,28221,213115,194924,872,878,596151
596154	Alicycliphilus denitrificans K601	no rank	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Alicycliphilus,Alicycliphilus denitrificans,Alicycliphilus denitrificans K601	1,131567,2,1224,28216,80840,80864,201096,179636,596154
399549	Metallosphaera sedula DSM 5348	no rank	root,cellular organisms,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Metallosphaera,Metallosphaera sedula,Metallosphaera sedula DSM 5348	1,131567,2157,28889,183924,2281,118883,41980,43687,399549
6334	Trichinella spiralis	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Nematoda,Enoplea,Dorylaimia,Trichocephalida,Trichinellidae,Trichinella,Trichinella spiralis	1,131567,2759,33154,33208,6072,33213,33317,1206794,6231,119088,1457286,6329,6332,6333,6334
604354	Thermococcus sibiricus MM 739	no rank	root,cellular organisms,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus sibiricus,Thermococcus sibiricus MM 739	1,131567,2157,28890,183968,2258,2259,2263,172049,604354
882884	Salmonella enterica subsp. arizonae serovar 62:z4,z23:- str. RSK2980	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica subsp. arizonae,Salmonella enterica subsp. arizonae serovar 62:z4,z23:-,Salmonella enterica subsp. arizonae serovar 62:z4,z23:- str. RSK2980	1,131567,2,1224,1236,91347,543,590,28901,59203,41514,882884
170187	Streptococcus pneumoniae TIGR4	no rank	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pneumoniae,Streptococcus pneumoniae TIGR4	1,131567,2,1239,91061,186826,1300,1301,1313,170187
555217	Zymomonas mobilis subsp. mobilis ATCC 10988	no rank	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Zymomonas,Zymomonas mobilis,Zymomonas mobilis subsp. mobilis,Zymomonas mobilis subsp. mobilis ATCC 10988	1,131567,2,1224,28211,204457,41297,541,542,120045,555217
317655	Sphingopyxis alaskensis RB2256	no rank	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,Sphingopyxis alaskensis,Sphingopyxis alaskensis RB2256	1,131567,2,1224,28211,204457,41297,165697,117207,317655
547042	Bacteroides coprophilus DSM 18228 = JCM 13818	no rank	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides coprophilus,Bacteroides coprophilus DSM 18228 = JCM 13818	1,131567,2,68336,976,200643,171549,815,816,387090,547042
547043	Bifidobacterium pseudocatenulatum DSM 20438 = JCM 1200 = LMG 10505	no rank	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium pseudocatenulatum,Bifidobacterium pseudocatenulatum DSM 20438 = JCM 1200 = LMG 10505	1,131567,2,201174,1760,85003,85004,31953,1678,28026,547043
547045	Neisseria sicca ATCC 29256	no rank	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria sicca,Neisseria sicca ATCC 29256	1,131567,2,1224,28216,206351,481,482,490,547045
981222	Candidatus Chloracidobacterium thermophilum B	no rank	root,cellular organisms,Bacteria,Fibrobacteres/Acidobacteria group,Acidobacteria,unclassified Acidobacteria,Acidobacteria subdivision 4,Candidatus Chloracidobacterium,Candidatus Chloracidobacterium thermophilum,Candidatus Chloracidobacterium thermophilum B	1,131567,2,131550,57723,458031,1562566,458032,458033,981222
1051006	Propionibacterium acnes SK182B-JCVI	no rank	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Propionibacterineae,Propionibacteriaceae,Propionibacterium,Propionibacterium acnes,Propionibacterium acnes SK182B-JCVI	1,131567,2,201174,1760,85003,2037,85009,31957,1743,1747,1051006
63737	Nostoc punctiforme PCC 73102	no rank	root,cellular organisms,Bacteria,Cyanobacteria,Nostocales,Nostocaceae,Nostoc,Nostoc punctiforme,Nostoc punctiforme PCC 73102	1,131567,2,1117,1161,1162,1177,272131,63737
306902	Clavispora lusitaniae ATCC 42720	no rank	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Saccharomycotina,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae,Clavispora lusitaniae ATCC 42720	1,131567,2759,33154,4751,451864,4890,716545,147537,4891,4892,27319,36910,36911,306902
1071378	Naumovozyma dairenensis CBS 421	no rank	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Naumovozyma,Naumovozyma dairenensis,Naumovozyma dairenensis CBS 421	1,131567,2759,33154,4751,451864,4890,716545,147537,4891,4892,4893,278028,27289,1071378
1071381	Tetrapisispora phaffii CBS 4417	no rank	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Tetrapisispora,Tetrapisispora phaffii,Tetrapisispora phaffii CBS 4417	1,131567,2759,33154,4751,451864,4890,716545,147537,4891,4892,4893,113604,113608,1071381
358681	Brevibacillus brevis NBRC 100599	no rank	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,Brevibacillus brevis,Brevibacillus brevis NBRC 100599	1,131567,2,1239,91061,1385,186822,55080,1393,358681
698757	Pyrobaculum oguniense TE7	no rank	root,cellular organisms,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Pyrobaculum,Pyrobaculum oguniense,Pyrobaculum oguniense TE7	1,131567,2157,28889,183924,2266,2267,2276,99007,698757
690566	Sphingobium chlorophenolicum L-1	no rank	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Sphingobium chlorophenolicum,Sphingobium chlorophenolicum L-1	1,131567,2,1224,28211,204457,41297,165695,46429,690566
743718	Isoptericola variabilis 225	no rank	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Micrococcineae,Promicromonosporaceae,Isoptericola,Isoptericola variabilis,Isoptericola variabilis 225	1,131567,2,201174,1760,85003,2037,85006,85017,254250,139208,743718
743720	Pseudomonas fulva 12-X	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas putida group,Pseudomonas fulva,Pseudomonas fulva 12-X	1,131567,2,1224,1236,72274,135621,286,136845,47880,743720
694569	Aggregatibacter actinomycetemcomitans D7S-1	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter,Aggregatibacter actinomycetemcomitans,Aggregatibacter actinomycetemcomitans D7S-1	1,131567,2,1224,1236,135625,712,416916,714,694569
743722	Sphingobacterium sp. 21	species	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium sp. 21	1,131567,2,68336,976,117747,200666,84566,28453,743722
497964	Chthoniobacter flavus Ellin428	no rank	root,cellular organisms,Bacteria,Chlamydiae/Verrucomicrobia group,Verrucomicrobia,Spartobacteria,Chthoniobacter,Chthoniobacter flavus,Chthoniobacter flavus Ellin428	1,131567,2,51290,74201,134549,295577,191863,497964
497965	Cyanothece sp. PCC 7822	species	root,cellular organisms,Bacteria,Cyanobacteria,Oscillatoriophycideae,Chroococcales,Cyanothece,Cyanothece sp. PCC 7822	1,131567,2,1117,1301283,1118,43988,497965
96561	Desulfococcus oleovorans Hxd3	no rank	root,cellular organisms,Bacteria,Proteobacteria,delta/epsilon subdivisions,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfococcus,Desulfococcus oleovorans,Desulfococcus oleovorans Hxd3	1,131567,2,1224,68525,28221,213118,213119,896,181663,96561
31033	Takifugu rubripes	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata,Acanthomorphata,Euacanthomorphacea,Percomorphaceae,Eupercaria,Tetraodontiformes,Tetraodontoidei,Tetradontoidea,Tetraodontidae,Takifugu,Takifugu rubripes	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,7898,186623,41665,32443,1489341,186625,1489388,123365,123366,123367,123368,123369,1489872,1489922,31022,31028,32517,31031,31032,31033
760142	Hippea maritima DSM 10411	no rank	root,cellular organisms,Bacteria,Proteobacteria,delta/epsilon subdivisions,Deltaproteobacteria,Desulfurellales,Desulfurellaceae,Hippea,Hippea maritima,Hippea maritima DSM 10411	1,131567,2,1224,68525,28221,213113,117942,84404,84405,760142
857571	Moraxella catarrhalis O35E	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,Branhamella,Moraxella catarrhalis,Moraxella catarrhalis O35E	1,131567,2,1224,1236,72274,468,475,46226,480,857571
645465	Streptomyces sp. e14	species	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces,Streptomyces sp. e14	1,131567,2,201174,1760,85003,2037,85011,2062,1883,645465
596315	Peptostreptococcus stomatis DSM 17678	no rank	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptostreptococcus,Peptostreptococcus stomatis,Peptostreptococcus stomatis DSM 17678	1,131567,2,1239,186801,186802,186804,1257,341694,596315
153948	Nitrosomonas sp. AL212	species	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,Nitrosomonas sp. AL212	1,131567,2,1224,28216,32003,206379,914,153948
596319	Staphylococcus warneri L37603	no rank	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus warneri,Staphylococcus warneri L37603	1,131567,2,1239,91061,1385,90964,1279,1292,596319
596320	Neisseria flavescens SK114	no rank	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria flavescens,Neisseria flavescens SK114	1,131567,2,1224,28216,206351,481,482,484,596320
489825	Moorea producens 3L	no rank	root,cellular organisms,Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Moorea,Moorea producens,Moorea producens 3L	1,131567,2,1117,1301283,1150,1155738,1155739,489825
596323	Leptotrichia goodfellowii F0264	no rank	root,cellular organisms,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia goodfellowii,Leptotrichia goodfellowii F0264	1,131567,2,32066,203490,203491,1129771,32067,157692,596323
596324	Treponema vincentii ATCC 35580	no rank	root,cellular organisms,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,Treponema vincentii,Treponema vincentii ATCC 35580	1,131567,2,203691,203692,136,137,157,69710,596324
596327	Porphyromonas uenonis 60-3	no rank	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas uenonis,Porphyromonas uenonis 60-3	1,131567,2,68336,976,200643,171549,171551,836,281920,596327
596328	Mobiluncus mulieris 28-1	no rank	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Actinomycineae,Actinomycetaceae,Mobiluncus/Falcivibrio group,Mobiluncus,Mobiluncus mulieris,Mobiluncus mulieris 28-1	1,131567,2,201174,1760,85003,2037,85005,2049,279916,2050,2052,596328
596329	Peptostreptococcus anaerobius 653-L	no rank	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptostreptococcus,Peptostreptococcus anaerobius,Peptostreptococcus anaerobius 653-L	1,131567,2,1239,186801,186802,186804,1257,1261,596329
596330	Peptoniphilus lacrimalis 315-B	no rank	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptoniphilaceae,Peptoniphilus,Peptoniphilus lacrimalis,Peptoniphilus lacrimalis 315-B	1,131567,2,1239,186801,186802,1570339,162289,33031,596330
203119	Ruminiclostridium thermocellum ATCC 27405	no rank	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium,Ruminiclostridium thermocellum,Ruminiclostridium thermocellum ATCC 27405	1,131567,2,1239,186801,186802,541000,1508657,1515,203119
203120	Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293	no rank	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,Leuconostoc mesenteroides,Leuconostoc mesenteroides subsp. mesenteroides,Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293	1,131567,2,1239,91061,186826,81850,1243,1245,33967,203120
203122	Saccharophagus degradans 2-40	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Saccharophagus,Saccharophagus degradans,Saccharophagus degradans 2-40	1,131567,2,1224,1236,135622,72275,316625,86304,203122
203123	Oenococcus oeni PSU-1	no rank	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Oenococcus,Oenococcus oeni,Oenococcus oeni PSU-1	1,131567,2,1239,91061,186826,81850,46254,1247,203123
203124	Trichodesmium erythraeum IMS101	no rank	root,cellular organisms,Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Trichodesmium,Trichodesmium erythraeum,Trichodesmium erythraeum IMS101	1,131567,2,1117,1301283,1150,1205,1206,203124
399739	Pseudomonas mendocina ymp	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa group,Pseudomonas mendocina,Pseudomonas mendocina ymp	1,131567,2,1224,1236,72274,135621,286,136841,300,399739
399741	Serratia proteamaculans 568	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Serratia,Serratia proteamaculans,Serratia proteamaculans 568	1,131567,2,1224,1236,91347,543,613,28151,399741
399742	Enterobacter sp. 638	species	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,Enterobacter sp. 638	1,131567,2,1224,1236,91347,543,547,399742
760192	Haliscomenobacter hydrossis DSM 1100	no rank	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Haliscomenobacter,Haliscomenobacter hydrossis,Haliscomenobacter hydrossis DSM 1100	1,131567,2,68336,976,117747,200666,89374,2349,2350,760192
235909	Geobacillus kaustophilus HTA426	no rank	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus kaustophilus,Geobacillus kaustophilus HTA426	1,131567,2,1239,91061,1385,186817,129337,1462,235909
981383	Ornithinibacillus scapharcae TW25	no rank	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Ornithinibacillus,Ornithinibacillus scapharcae,Ornithinibacillus scapharcae TW25	1,131567,2,1239,91061,1385,186817,484508,1147159,981383
645512	Jonquetella anthropi E3_33 E1	no rank	root,cellular organisms,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Jonquetella,Jonquetella anthropi,Jonquetella anthropi E3_33 E1	1,131567,2,508458,649775,649776,649777,428711,428712,645512
121225	Pediculus humanus	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Hexapoda,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Phthiraptera,Anoplura,Pediculidae,Pediculus,Pediculus humanus	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6960,50557,85512,7496,33340,33342,85819,30005,121221,121222,121225
383372	Roseiflexus castenholzii DSM 13941	no rank	root,cellular organisms,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexineae,Roseiflexaceae,Roseiflexus,Roseiflexus castenholzii,Roseiflexus castenholzii DSM 13941	1,131567,2,200795,32061,32064,1508595,1508635,120961,120962,383372
252305	Oceanicola batsensis HTCC2597	no rank	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Oceanicola,Oceanicola batsensis,Oceanicola batsensis HTCC2597	1,131567,2,1224,28211,204455,31989,252301,314255,252305
525379	Streptococcus equinus ATCC 9812	no rank	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus equinus,Streptococcus equinus ATCC 9812	1,131567,2,1239,91061,186826,1300,1301,1335,525379
391574	Vibrionales bacterium SWAT-3	species	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,unclassified Vibrionales,Vibrionales bacterium SWAT-3	1,131567,2,1224,1236,135623,391573,391574
