#species name	tax id	core/periphery/adherent	source	source version
Escherichia coli H252	656388	adherent	Refseq	not available
Escherichia coli H263	656390	adherent	Refseq	not available
Escherichia coli H299	656393	adherent	Refseq	not available
Escherichia coli H489	656404	adherent	Refseq	not available
Escherichia coli H591	656408	adherent	Refseq	not available
Escherichia coli H736	656414	adherent	Refseq	not available
Escherichia coli M605	656417	adherent	Refseq	not available
Escherichia coli M718	656419	adherent	Refseq	not available
Escherichia coli M863	656420	adherent	Refseq	not available
Escherichia coli TA007	656429	adherent	Refseq	not available
Escherichia coli TA143	656437	adherent	Refseq	not available
Escherichia coli TA206	656440	adherent	Refseq	not available
Escherichia coli TA271	656443	adherent	Refseq	not available
Escherichia coli TA280	656444	adherent	Refseq	not available
Escherichia coli TW10509	656449	adherent	Refseq	not available
Haemophilus influenzae RdAW	656912	adherent	Refseq	not available
Haemophilus influenzae NT127	656913	adherent	Refseq	not available
Enterococcus sp. 7L76	657310	adherent	Refseq	not available
Roseburia intestinalis M50/1	657315	adherent	Refseq	not available
Eubacterium rectale M104/1	657317	adherent	Refseq	not available
Lachnospiraceae bacterium 1_1_57FAA	658081	adherent	Refseq	not available
Lachnospiraceae bacterium 2_1_58FAA	658082	adherent	Refseq	not available
Lachnospiraceae bacterium 6_1_63FAA	658083	adherent	Refseq	not available
Lachnospiraceae bacterium 5_1_57FAA	658085	adherent	Refseq	not available
Lachnospiraceae bacterium 5_1_63FAA	658089	adherent	Refseq	not available
Chlamydia trachomatis L2tet1	658599	adherent	Refseq	not available
Chlamydia muridarum MopnTet14	658600	adherent	Refseq	not available
Ralstonia sp. 5_7_47FAA	658664	adherent	Refseq	not available
Mycobacterium tuberculosis W-148	659019	adherent	Refseq	not available
Methylobacterium extorquens DM4	661410	adherent	Refseq	not available
Vibrio cholerae CIRS101	661513	adherent	Refseq	not available
Neisseria meningitidis alpha14	662598	adherent	Refseq	not available
Mycobacterium tuberculosis KZN R506	663886	adherent	Refseq	not available
Mycobacterium tuberculosis KZN V2475	663887	adherent	Refseq	not available
Geobacter sulfurreducens KN400	663917	adherent	Refseq	not available
Staphylococcus aureus subsp. aureus TW20	663951	adherent	Refseq	not available
Streptococcus dysgalactiae subsp. equisimilis ATCC 12394	663954	adherent	Refseq	not available
Anaerostipes sp. 3_2_56FAA	665937	adherent	Refseq	not available
Bacteroides sp. 2_1_56FAA	665938	adherent	Refseq	not available
Eggerthella sp. 1_3_56FAA	665943	adherent	Refseq	not available
Lachnospiraceae bacterium 3_1_46FAA	665950	adherent	Refseq	not available
Lachnospiraceae bacterium 8_1_57FAA	665951	adherent	Refseq	not available
Bacteroides eggerthii 1_2_48FAA	665953	adherent	Refseq	not available
Bacteroides ovatus 3_8_47FAA	665954	adherent	Refseq	not available
Bacillus sp. BT1B_CT2	665958	adherent	Refseq	not available
Treponema pallidum subsp. pallidum str. Chicago	666714	adherent	Refseq	not available
Klebsiella pneumoniae subsp. rhinoscleromatis ATCC 13884	667127	adherent	Refseq	not available
Aggregatibacter actinomycetemcomitans D11S-1	668336	adherent	Refseq	not available
Mannheimia haemolytica serotype A2 str. OVINE	669261	adherent	Refseq	not available
Escherichia coli 1827-70	670888	adherent	Refseq	not available
Escherichia coli LT-68	670890	adherent	Refseq	not available
Escherichia coli 3431	670892	adherent	Refseq	not available
Escherichia coli EPECa14	670893	adherent	Refseq	not available
Escherichia coli E128010	670894	adherent	Refseq	not available
Escherichia coli 2362-75	670897	adherent	Refseq	not available
Escherichia coli RN587/1	670899	adherent	Refseq	not available
Escherichia coli 1180	670904	adherent	Refseq	not available
Escherichia coli 1357	670905	adherent	Refseq	not available
Vibrio mimicus VM603	671074	adherent	Refseq	not available
Vibrio mimicus VM573	671076	adherent	Refseq	not available
Chlamydia trachomatis B/TZ1A828/OT	672161	adherent	Refseq	not available
Pseudomonas syringae pv. syringae 642	673266	adherent	Refseq	not available
Vibrio harveyi 1DA3	673519	adherent	Refseq	not available
Mycobacterium tuberculosis SUMu001	675512	adherent	Refseq	not available
Mycobacterium tuberculosis SUMu002	675513	adherent	Refseq	not available
Mycobacterium tuberculosis SUMu003	675514	adherent	Refseq	not available
Mycobacterium tuberculosis SUMu004	675515	adherent	Refseq	not available
Mycobacterium tuberculosis SUMu005	675516	adherent	Refseq	not available
Mycobacterium tuberculosis SUMu006	675517	adherent	Refseq	not available
Mycobacterium tuberculosis SUMu007	675518	adherent	Refseq	not available
Mycobacterium tuberculosis SUMu008	675519	adherent	Refseq	not available
Mycobacterium tuberculosis SUMu009	675520	adherent	Refseq	not available
Mycobacterium tuberculosis SUMu010	675521	adherent	Refseq	not available
Mycobacterium tuberculosis SUMu011	675522	adherent	Refseq	not available
Vibrio sp. RC341	675810	adherent	Refseq	not available
Vibrio furnissii CIP 102972	675811	adherent	Refseq	not available
Vibrio mimicus VM223	675820	adherent	Refseq	not available
Lactobacillus crispatus 214-1	679188	adherent	Refseq	not available
Propionibacterium acnes SK182	679193	adherent	Refseq	not available
Propionibacterium acnes J139	679194	adherent	Refseq	not available
Propionibacterium acnes J165	679195	adherent	Refseq	not available
Lactobacillus gasseri 224-1	679196	adherent	Refseq	not available
Escherichia coli MS 85-1	679202	adherent	Refseq	not available
Escherichia coli MS 145-7	679204	adherent	Refseq	not available
Escherichia coli MS 124-1	679205	adherent	Refseq	not available
Escherichia coli MS 119-7	679206	adherent	Refseq	not available
Escherichia coli MS 107-1	679207	adherent	Refseq	not available
Corynebacterium pseudotuberculosis 1002	679896	adherent	Refseq	not available
Sulfobacillus acidophilus DSM 10332	679936	adherent	Refseq	not available
Staphylococcus aureus subsp. aureus ED98	681288	adherent	Refseq	not available
Corynebacterium pseudotuberculosis C231	681645	adherent	Refseq	not available
Gardnerella vaginalis AMD	682147	adherent	Refseq	not available
Gardnerella vaginalis 5-1	682148	adherent	Refseq	not available
Campylobacter jejuni subsp. jejuni 1336	683082	adherent	Refseq	not available
Streptomyces sp. SA3_actG	683219	adherent	Refseq	not available
Listeria seeligeri serovar 1/2b str. SLCC3954	683837	adherent	Refseq	not available
Lactococcus lactis subsp. lactis KF147	684738	adherent	Refseq	not available
Helicobacter pylori 52	684950	adherent	Refseq	not available
Escherichia coli O83:H1 str. NRG 857C	685038	adherent	Refseq	not available
Staphylococcus aureus subsp. aureus ED133	685039	adherent	Refseq	not available
Propionibacterium acnes SK187	686659	adherent	Refseq	not available
Veillonella parvula ATCC 17745	686660	adherent	Refseq	not available
Campylobacter jejuni subsp. jejuni DFVF1099	691336	adherent	Refseq	not available
Campylobacter jejuni subsp. jejuni 327	691338	adherent	Refseq	not available
Geobacillus sp. C56-T3	691437	adherent	Refseq	not available
Bacillus amyloliquefaciens DSM 7	692420	adherent	Refseq	not available
Cronobacter turicensis z3032	693216	adherent	Refseq	not available
Helicobacter pylori B8	693745	adherent	Refseq	not available
Brucella sp. NF 2653	693748	adherent	Refseq	not available
Brucella sp. BO2	693750	adherent	Refseq	not available
Shewanella baltica OS117	693970	adherent	Refseq	not available
Shewanella baltica OS183	693971	adherent	Refseq	not available
Shewanella baltica OS678	693973	adherent	Refseq	not available
Shewanella baltica BA175	693974	adherent	Refseq	not available
Riemerella anatipestifer DSM 15868	693978	adherent	Refseq	not available
Sinorhizobium meliloti AK83	693982	adherent	Refseq	not available
Pseudomonas savastanoi pv. savastanoi NCPPB 3335	693985	adherent	Refseq	not available
Lactobacillus amylovorus GRL 1112	695560	adherent	Refseq	not available
Lactobacillus amylovorus GRL1118	695562	adherent	Refseq	not available
Escherichia coli UMNK88	696406	adherent	Refseq	not available
Acinetobacter baumannii 1656-2	696749	adherent	Refseq	not available
Sinorhizobium meliloti BL225C	698936	adherent	Refseq	not available
Corynebacterium diphtheriae 31A	698962	adherent	Refseq	not available
Corynebacterium diphtheriae C7 (beta)	698963	adherent	Refseq	not available
Corynebacterium diphtheriae CDCE 8392	698965	adherent	Refseq	not available
Corynebacterium diphtheriae 241	698966	adherent	Refseq	not available
Corynebacterium diphtheriae HC01	698967	adherent	Refseq	not available
Corynebacterium diphtheriae HC02	698968	adherent	Refseq	not available
Corynebacterium diphtheriae HC03	698969	adherent	Refseq	not available
Corynebacterium diphtheriae HC04	698970	adherent	Refseq	not available
Corynebacterium diphtheriae VA01	698971	adherent	Refseq	not available
Corynebacterium diphtheriae INCA 402	698972	adherent	Refseq	not available
Corynebacterium diphtheriae BH8	698973	adherent	Refseq	not available
Enterococcus faecalis S613	699185	adherent	Refseq	not available
Enterococcus faecalis R712	699186	adherent	Refseq	not available
Escherichia coli O55:H7 str. CB9615	701177	adherent	Refseq	not available
Bacteroides ovatus SD CMC 3f	702443	adherent	Refseq	not available
Bacteroides vulgatus PC510	702446	adherent	Refseq	not available
Bacteroides xylanisolvens SD CC 1b	702447	adherent	Refseq	not available
Listeria seeligeri FSL S4-171	702452	adherent	Refseq	not available
Listeria innocua FSL J1-023	702455	adherent	Refseq	not available
Listeria innocua FSL S4-378	702456	adherent	Refseq	not available
Bifidobacterium bifidum PRL2010	702459	adherent	Refseq	not available
Staphylococcus aureus 04-02981	703339	adherent	Refseq	not available
Brucella melitensis M5-90	703352	adherent	Refseq	not available
Bacillus subtilis subsp. spizizenii ATCC 6633	703612	adherent	Refseq	not available
Chlamydia trachomatis E/11023	707183	adherent	Refseq	not available
Chlamydia trachomatis E/150	707184	adherent	Refseq	not available
Chlamydia trachomatis G/9768	707185	adherent	Refseq	not available
Chlamydia trachomatis G/11222	707186	adherent	Refseq	not available
Chlamydia trachomatis G/11074	707187	adherent	Refseq	not available
Acinetobacter haemolyticus ATCC 19194	707232	adherent	Refseq	not available
Mycobacterium tuberculosis CTRI-2	707235	adherent	Refseq	not available
Sinorhizobium meliloti SM11	707241	adherent	Refseq	not available
Mycoplasma gallisepticum str. R(low)	710127	adherent	Refseq	not available
Mycoplasma gallisepticum str. R(high)	710128	adherent	Refseq	not available
Lactobacillus salivarius CECT 5713	712961	adherent	Refseq	not available
Buchnera aphidicola str. JF98 (Acyrthosiphon pisum)	713600	adherent	Refseq	not available
Buchnera aphidicola str. JF99 (Acyrthosiphon pisum)	713601	adherent	Refseq	not available
Buchnera aphidicola str. TLW03 (Acyrthosiphon pisum)	713602	adherent	Refseq	not available
Buchnera aphidicola str. LL01 (Acyrthosiphon pisum)	713603	adherent	Refseq	not available
Amycolatopsis mediterranei S699	713604	adherent	Refseq	not available
Bacillus thuringiensis BMB171	714359	adherent	Refseq	not available
Escherichia coli IHE3034	714962	adherent	Refseq	not available
Erwinia amylovora ATCC 49946	716540	adherent	Refseq	not available
Mycobacterium bovis BCG str. Mexico	717522	adherent	Refseq	not available
Eubacterium siraeum V10Sc8a	717961	adherent	Refseq	not available
Chlamydia trachomatis G/9301	718219	adherent	Refseq	not available
Edwardsiella tarda FL6-60	718251	adherent	Refseq	not available
Campylobacter jejuni subsp. jejuni S3	718271	adherent	Refseq	not available
Bifidobacterium longum subsp. longum F8	722911	adherent	Refseq	not available
Delftia sp. Cs1-4	742013	adherent	Refseq	not available
Clostridium symbiosum WAL-14673	742741	adherent	Refseq	not available
Streptococcus anginosus 1_2_62CV	742820	adherent	Refseq	not available
Salmonella enterica subsp. enterica serovar Montevideo str. 315996572	745015	adherent	Refseq	not available
Salmonella enterica subsp. enterica serovar Montevideo str. 495297-1	745017	adherent	Refseq	not available
Salmonella enterica subsp. enterica serovar Montevideo str. 495297-3	745018	adherent	Refseq	not available
Salmonella enterica subsp. enterica serovar Montevideo str. 495297-4	745019	adherent	Refseq	not available
Salmonella enterica subsp. enterica serovar Montevideo str. 515920-1	745020	adherent	Refseq	not available
Salmonella enterica subsp. enterica serovar Montevideo str. 515920-2	745021	adherent	Refseq	not available
Salmonella enterica subsp. enterica serovar Montevideo str. 531954	745022	adherent	Refseq	not available
Lactococcus lactis subsp. cremoris NZ9000	746361	adherent	Refseq	not available
Pseudogulbenkiania sp. NH8B	748280	adherent	Refseq	not available
Moraxella catarrhalis RH4	749219	adherent	Refseq	not available
Enterococcus faecalis DAPTO 512	749489	adherent	Refseq	not available
Enterococcus faecalis DAPTO 516	749490	adherent	Refseq	not available
Enterococcus faecalis TX2137	749491	adherent	Refseq	not available
Enterococcus faecalis TX2141	749492	adherent	Refseq	not available
Enterococcus faecalis TX4000	749493	adherent	Refseq	not available
Enterococcus faecalis TX4244	749494	adherent	Refseq	not available
Enterococcus faecalis TX4248	749495	adherent	Refseq	not available
Enterococcus faecalis TX0012	749496	adherent	Refseq	not available
Enterococcus faecalis TX0017	749497	adherent	Refseq	not available
Enterococcus faecalis TX0027	749498	adherent	Refseq	not available
Enterococcus faecalis TX0031	749499	adherent	Refseq	not available
Enterococcus faecalis TX0043	749500	adherent	Refseq	not available
Enterococcus faecalis TX0102	749501	adherent	Refseq	not available
Enterococcus faecalis TX0109	749502	adherent	Refseq	not available
Enterococcus faecalis TX0309A	749503	adherent	Refseq	not available
Enterococcus faecalis TX0309B	749504	adherent	Refseq	not available
Enterococcus faecalis TX0312	749505	adherent	Refseq	not available
Enterococcus faecalis TX0411	749506	adherent	Refseq	not available
Enterococcus faecalis TX0470	749507	adherent	Refseq	not available
Enterococcus faecalis TX0630	749508	adherent	Refseq	not available
Enterococcus faecalis TX0635	749509	adherent	Refseq	not available
Enterococcus faecalis TX0645	749510	adherent	Refseq	not available
Enterococcus faecalis TX0855	749511	adherent	Refseq	not available
Enterococcus faecalis TX0860	749512	adherent	Refseq	not available
Enterococcus faecalis TX1302	749513	adherent	Refseq	not available
Enterococcus faecalis TX1341	749514	adherent	Refseq	not available
Enterococcus faecalis TX1342	749515	adherent	Refseq	not available
Enterococcus faecalis TX1346	749516	adherent	Refseq	not available
Enterococcus faecalis TX1467	749517	adherent	Refseq	not available
Enterococcus faecalis TX2134	749518	adherent	Refseq	not available
Enterococcus faecium TX0082	749520	adherent	Refseq	not available
Enterococcus faecium TX0133A	749521	adherent	Refseq	not available
Enterococcus faecium TX0133a01	749522	adherent	Refseq	not available
Enterococcus faecium TX0133a04	749523	adherent	Refseq	not available
Enterococcus faecium TX0133B	749524	adherent	Refseq	not available
Enterococcus faecium TX0133C	749525	adherent	Refseq	not available
Escherichia coli MS 57-2	749529	adherent	Refseq	not available
Escherichia coli MS 60-1	749530	adherent	Refseq	not available
Escherichia coli MS 110-3	749536	adherent	Refseq	not available
Escherichia coli MS 117-3	749539	adherent	Refseq	not available
Escherichia coli MS 153-1	749541	adherent	Refseq	not available
Escherichia coli MS 16-3	749542	adherent	Refseq	not available
Selenomonas artemidis F0399	749551	adherent	Refseq	not available
Salmonella enterica subsp. enterica serovar Montevideo str. NC_MB110209-0054	749949	adherent	Refseq	not available
Salmonella enterica subsp. enterica serovar Montevideo str. OH_2009072675	749950	adherent	Refseq	not available
Salmonella enterica subsp. enterica serovar Montevideo str. CASC_09SCPH15965	749951	adherent	Refseq	not available
Escherichia coli NC101	753642	adherent	Refseq	not available
Staphylococcus aureus subsp. aureus MRSA131	754025	adherent	Refseq	not available
Staphylococcus aureus subsp. aureus MRSA177	754026	adherent	Refseq	not available
Escherichia coli STEC_7v	754082	adherent	Refseq	not available
Shigella flexneri J1713	754092	adherent	Refseq	not available
Shigella dysenteriae 1617	754093	adherent	Refseq	not available
Actinobacillus pleuropneumoniae serovar 2 str. 4226	754254	adherent	Refseq	not available
Actinobacillus pleuropneumoniae serovar 4 str. M62	754255	adherent	Refseq	not available
Actinobacillus pleuropneumoniae serovar 6 str. Femo	754256	adherent	Refseq	not available
Actinobacillus pleuropneumoniae serovar 9 str. CVJ13261	754258	adherent	Refseq	not available
Actinobacillus pleuropneumoniae serovar 10 str. D13039	754259	adherent	Refseq	not available
Actinobacillus pleuropneumoniae serovar 11 str. 56153	754260	adherent	Refseq	not available
Actinobacillus pleuropneumoniae serovar 12 str. 1096	754261	adherent	Refseq	not available
Actinobacillus pleuropneumoniae serovar 13 str. N273	754262	adherent	Refseq	not available
Aggregatibacter actinomycetemcomitans ANH9381	754507	adherent	Refseq	not available
Campylobacter jejuni subsp. jejuni ICDCCJ07001	757425	adherent	Refseq	not available
Clostridium botulinum F str. 230613	758678	adherent	Refseq	not available
Bifidobacterium longum subsp. longum JDM301	759350	adherent	Refseq	not available
Chlamydia trachomatis D-EC	759363	adherent	Refseq	not available
Chlamydia trachomatis D-LC	759364	adherent	Refseq	not available
Streptococcus parasanguinis ATCC 15912	760570	adherent	Refseq	not available
Rhodothermus marinus SG0.5JP17-172	762570	adherent	Refseq	not available
Thermus thermophilus SG0.5JP17-16	762633	adherent	Refseq	not available
Staphylococcus aureus subsp. aureus ATCC 51811	762962	adherent	Refseq	not available
Parasutterella excrementihominis YIT 11859	762966	adherent	Refseq	not available
Salmonella enterica subsp. enterica serovar Montevideo str. 19N	763919	adherent	Refseq	not available
Staphylococcus epidermidis FRI909	764544	adherent	Refseq	not available
Propionibacterium acnes HL096PA3	765057	adherent	Refseq	not available
Propionibacterium acnes HL096PA2	765058	adherent	Refseq	not available
Propionibacterium acnes HL103PA1	765061	adherent	Refseq	not available
Propionibacterium acnes HL099PA1	765063	adherent	Refseq	not available
Propionibacterium acnes HL097PA1	765064	adherent	Refseq	not available
Propionibacterium acnes HL020PA1	765065	adherent	Refseq	not available
Propionibacterium acnes HL053PA1	765066	adherent	Refseq	not available
Propionibacterium acnes HL053PA2	765067	adherent	Refseq	not available
Propionibacterium acnes HL045PA1	765068	adherent	Refseq	not available
Propionibacterium acnes HL013PA1	765069	adherent	Refseq	not available
Propionibacterium acnes HL013PA2	765070	adherent	Refseq	not available
Propionibacterium acnes HL078PA1	765071	adherent	Refseq	not available
Propionibacterium acnes HL043PA1	765072	adherent	Refseq	not available
Propionibacterium acnes HL043PA2	765073	adherent	Refseq	not available
Propionibacterium acnes HL072PA1	765074	adherent	Refseq	not available
Propionibacterium acnes HL072PA2	765075	adherent	Refseq	not available
Propionibacterium acnes HL074PA1	765076	adherent	Refseq	not available
Propionibacterium acnes HL110PA1	765077	adherent	Refseq	not available
Propionibacterium acnes HL110PA2	765078	adherent	Refseq	not available
Propionibacterium acnes HL110PA3	765079	adherent	Refseq	not available
Propionibacterium acnes HL110PA4	765080	adherent	Refseq	not available
Propionibacterium acnes HL087PA1	765081	adherent	Refseq	not available
Propionibacterium acnes HL087PA2	765082	adherent	Refseq	not available
Propionibacterium acnes HL087PA3	765083	adherent	Refseq	not available
Propionibacterium acnes HL060PA1	765084	adherent	Refseq	not available
Propionibacterium acnes HL038PA1	765085	adherent	Refseq	not available
Propionibacterium acnes HL092PA1	765086	adherent	Refseq	not available
Propionibacterium acnes HL083PA1	765087	adherent	Refseq	not available
Propionibacterium acnes HL083PA2	765088	adherent	Refseq	not available
Propionibacterium acnes HL025PA1	765089	adherent	Refseq	not available
Propionibacterium acnes HL025PA2	765090	adherent	Refseq	not available
Propionibacterium acnes HL059PA1	765091	adherent	Refseq	not available
Propionibacterium acnes HL059PA2	765092	adherent	Refseq	not available
Propionibacterium acnes HL086PA1	765093	adherent	Refseq	not available
Propionibacterium acnes HL046PA1	765094	adherent	Refseq	not available
Propionibacterium acnes HL046PA2	765095	adherent	Refseq	not available
Propionibacterium acnes HL005PA1	765096	adherent	Refseq	not available
Propionibacterium acnes HL005PA2	765097	adherent	Refseq	not available
Propionibacterium acnes HL005PA3	765098	adherent	Refseq	not available
Propionibacterium acnes HL005PA4	765099	adherent	Refseq	not available
Propionibacterium acnes HL050PA1	765100	adherent	Refseq	not available
Propionibacterium acnes HL050PA2	765101	adherent	Refseq	not available
Propionibacterium acnes HL050PA3	765102	adherent	Refseq	not available
Propionibacterium acnes HL030PA1	765103	adherent	Refseq	not available
Propionibacterium acnes HL030PA2	765104	adherent	Refseq	not available
Propionibacterium acnes HL001PA1	765105	adherent	Refseq	not available
Propionibacterium acnes HL036PA1	765106	adherent	Refseq	not available
Propionibacterium acnes HL036PA2	765107	adherent	Refseq	not available
Propionibacterium acnes HL036PA3	765108	adherent	Refseq	not available
Propionibacterium acnes HL044PA1	765109	adherent	Refseq	not available
Propionibacterium acnes HL067PA1	765110	adherent	Refseq	not available
Propionibacterium acnes HL027PA1	765111	adherent	Refseq	not available
Propionibacterium acnes HL027PA2	765112	adherent	Refseq	not available
Propionibacterium acnes HL063PA1	765113	adherent	Refseq	not available
Propionibacterium acnes HL063PA2	765114	adherent	Refseq	not available
Propionibacterium acnes HL002PA1	765115	adherent	Refseq	not available
Propionibacterium acnes HL002PA2	765116	adherent	Refseq	not available
Propionibacterium acnes HL002PA3	765117	adherent	Refseq	not available
Propionibacterium acnes HL007PA1	765118	adherent	Refseq	not available
Propionibacterium acnes HL056PA1	765119	adherent	Refseq	not available
Propionibacterium acnes HL082PA1	765120	adherent	Refseq	not available
Propionibacterium acnes HL082PA2	765121	adherent	Refseq	not available
Propionibacterium acnes HL037PA1	765122	adherent	Refseq	not available
Propionibacterium acnes HL037PA3	765124	adherent	Refseq	not available
Corynebacterium pseudotuberculosis FRC41	765874	adherent	Refseq	not available
Helicobacter pylori SJM180	765962	adherent	Refseq	not available
Helicobacter pylori PeCan4	765963	adherent	Refseq	not available
Helicobacter pylori Cuz20	765964	adherent	Refseq	not available
Shigella boydii 3594-74	766139	adherent	Refseq	not available
Shigella boydii 5216-82	766141	adherent	Refseq	not available
Shigella dysenteriae 155-74	766142	adherent	Refseq	not available
Shigella flexneri VA-6	766145	adherent	Refseq	not available
Shigella flexneri K-218	766146	adherent	Refseq	not available
Shigella flexneri K-227	766147	adherent	Refseq	not available
Shigella flexneri K-272	766148	adherent	Refseq	not available
Shigella flexneri K-304	766149	adherent	Refseq	not available
Shigella flexneri K-671	766152	adherent	Refseq	not available
Shigella flexneri 2747-71	766157	adherent	Refseq	not available
Shigella flexneri 2930-71	766159	adherent	Refseq	not available
Shigella flexneri 4343-70	766160	adherent	Refseq	not available
Salmonella enterica subsp. enterica serovar Montevideo str. 81038-01	766762	adherent	Refseq	not available
Lactobacillus delbrueckii subsp. bulgaricus ND02	767455	adherent	Refseq	not available
Lactobacillus helveticus H10	767462	adherent	Refseq	not available
Streptococcus thermophilus ND03	767463	adherent	Refseq	not available
Haloquadratum walsbyi C23	768065	adherent	Refseq	not available
Serratia sp. AS12	768490	adherent	Refseq	not available
Serratia sp. AS9	768492	adherent	Refseq	not available
Serratia sp. AS13	768493	adherent	Refseq	not available
Mycoplasma suis str. Illinois	768700	adherent	Refseq	not available
Finegoldia magna ACS-171-V-Col3	768713	adherent	Refseq	not available
Peptoniphilus sp. oral taxon 836 str. F0141	768724	adherent	Refseq	not available
Lactobacillus salivarius ACS-116-V-Col5a	768728	adherent	Refseq	not available
Lactobacillus delbrueckii subsp. bulgaricus PB2003/044-T3-4	784613	adherent	Refseq	not available
Xylella fastidiosa subsp. fastidiosa GB514	788929	adherent	Refseq	not available
Salmonella enterica subsp. enterica serovar Montevideo str. MD_MDA09249507	789332	adherent	Refseq	not available
Enterococcus faecium PC4.1	791161	adherent	Refseq	not available
Helicobacter pylori Sat464	794851	adherent	Refseq	not available
Escherichia coli MS 79-10	796392	adherent	Refseq	not available
Moraxella catarrhalis 101P30B1	857572	adherent	Refseq	not available
Moraxella catarrhalis CO72	857573	adherent	Refseq	not available
Moraxella catarrhalis BC8	857574	adherent	Refseq	not available
Moraxella catarrhalis BC7	857575	adherent	Refseq	not available
Moraxella catarrhalis BC1	857576	adherent	Refseq	not available
Moraxella catarrhalis 12P80B1	857577	adherent	Refseq	not available
Moraxella catarrhalis 46P47B1	857578	adherent	Refseq	not available
Moraxella catarrhalis 103P14B1	857579	adherent	Refseq	not available
Moraxella catarrhalis 7169	857581	adherent	Refseq	not available
Salmonella enterica subsp. enterica serovar Montevideo str. 414877	858313	adherent	Refseq	not available
Salmonella enterica subsp. enterica serovar Montevideo str. 366867	858314	adherent	Refseq	not available
Salmonella enterica subsp. enterica serovar Montevideo str. 413180	858315	adherent	Refseq	not available
Salmonella enterica subsp. enterica serovar Montevideo str. 446600	858316	adherent	Refseq	not available
Salmonella enterica subsp. enterica serovar Montevideo str. 609458-1	858317	adherent	Refseq	not available
Salmonella enterica subsp. enterica serovar Montevideo str. 556150-1	858318	adherent	Refseq	not available
Salmonella enterica subsp. enterica serovar Montevideo str. 609460	859198	adherent	Refseq	not available
Salmonella enterica subsp. enterica serovar Montevideo str. 507440-20	859199	adherent	Refseq	not available
Ralstonia solanacearum CFBP2957	859656	adherent	Refseq	not available
Mycoplasma mycoides subsp. capri LC str. 95010	862259	adherent	Refseq	not available
Corynebacterium accolens ATCC 49726	862512	adherent	Refseq	not available
Neisseria meningitidis ATCC 13091	862513	adherent	Refseq	not available
Staphylococcus aureus subsp. aureus ATCC BAA-39	862516	adherent	Refseq	not available
Bacteroides fragilis 638R	862962	adherent	Refseq	not available
Haemophilus influenzae 10810	862964	adherent	Refseq	not available
Clostridium acetobutylicum EA 2018	863638	adherent	Refseq	not available
Campylobacter coli JV20	864566	adherent	Refseq	not available
Streptococcus pyogenes ATCC 10782	864568	adherent	Refseq	not available
Streptococcus bovis ATCC 700338	864569	adherent	Refseq	not available
Mycoplasma mycoides subsp. mycoides SC str. Gladysdale	865867	adherent	Refseq	not available
Helicobacter pylori F16	866344	adherent	Refseq	not available
Helicobacter pylori F30	866345	adherent	Refseq	not available
Helicobacter pylori F57	866346	adherent	Refseq	not available
Mycoplasma leachii 99/014/6	866629	adherent	Refseq	not available
Haemophilus influenzae F3031	866630	adherent	Refseq	not available
Escherichia coli 'BL21-Gold(DE3)pLysS AG'	866768	adherent	Refseq	not available
Mobiluncus mulieris FB024-16	866770	adherent	Refseq	not available
Finegoldia magna BVS033A4	866773	adherent	Refseq	not available
Bifidobacterium breve ACS-071-V-Sch8b	866777	adherent	Refseq	not available
Veillonella atypica ACS-134-V-Col7a	866778	adherent	Refseq	not available
Finegoldia magna SY403409CC001050417	866779	adherent	Refseq	not available
Desulfotomaculum carboxydivorans CO-1-SRB	868595	adherent	Refseq	not available
Stenotrophomonas maltophilia JV3	868597	adherent	Refseq	not available
Spirochaeta thermophila DSM 6578	869211	adherent	Refseq	not available
Neisseria lactamica Y92-1009	869214	adherent	Refseq	not available
Streptococcus pneumoniae OXC141	869215	adherent	Refseq	not available
Streptococcus pneumoniae INV200	869216	adherent	Refseq	not available
Streptococcus pneumoniae INV104	869269	adherent	Refseq	not available
Helicobacter pylori 908	869727	adherent	Refseq	not available
Escherichia coli UM146	869729	adherent	Refseq	not available
Staphylococcus aureus subsp. aureus JKD6159	869816	adherent	Refseq	not available
Vibrio scophthalmi LMG 19158	870967	adherent	Refseq	not available
Bifidobacterium dentium ATCC 27679	871562	adherent	Refseq	not available
Mobiluncus mulieris ATCC 35239	871571	adherent	Refseq	not available
Salmonella enterica subsp. enterica serovar Montevideo str. 556152	871586	adherent	Refseq	not available
Salmonella enterica subsp. enterica serovar Montevideo str. MB101509-0077	871587	adherent	Refseq	not available
Salmonella enterica subsp. enterica serovar Montevideo str. MB102109-0047	871588	adherent	Refseq	not available
Salmonella enterica subsp. enterica serovar Montevideo str. MB110209-0055	871589	adherent	Refseq	not available
Salmonella enterica subsp. enterica serovar Montevideo str. MB111609-0052	871590	adherent	Refseq	not available
Salmonella enterica subsp. enterica serovar Montevideo str. 2009083312	871591	adherent	Refseq	not available
Salmonella enterica subsp. enterica serovar Montevideo str. 2009085258	871592	adherent	Refseq	not available
Salmonella enterica subsp. enterica serovar Montevideo str. 315731156	871593	adherent	Refseq	not available
Actinobacillus pleuropneumoniae serovar 2 str. S1536	871925	adherent	Refseq	not available
Mycoplasma hyorhinis HUB-1	872331	adherent	Refseq	not available
Prevotella buccae ATCC 33574	873513	adherent	Refseq	not available
Pseudomonas syringae pv. glycinea str. B076	875329	adherent	Refseq	not available
Pseudomonas syringae pv. glycinea str. race 4	875330	adherent	Refseq	not available
